1.5458
1.5944
1.475
1.3825
1.4376
1.3387
1.2889
1.4135
1.369
1.2954
1.1893
1.3366
1.3541
1.4111
1.4668
1.4864
1.6049
1.5195
1.5847
1.637
1.5425
1.3544
1.364
1.2905
1.3861
1.4173
1.3999
1.3336
1.2873
1.2827
1.2531
1.3019
1.3012
1.2861
1.4893
1.4769
1.4843
1.5622
1.5393
1.6067
1.7382
1.7126
1.6709
1.626
1.7335
1.6833
1.8543
1.7171
1.7485
1.6956
